Date,Product,Region,Quantity,Unit_Price,Total_Sales,Month,Day_of_Week
2023-12-21,Tablet,West,2,486.53,973.06,December,Thursday
2023-11-07,Phone,West,3,342.03,1026.09,November,Tuesday
2023-11-04,Monitor,West,6,642.47,3854.82,November,Saturday
2023-05-24,Laptop,West,9,1110.0,9990.0,May,Wednesday
2023-09-26,Monitor,West,9,1070.07,9630.63,September,Tuesday
2023-05-04,Keyboard,North,7,1659.14,11613.980000000001,May,Thursday
2023-04-16,Laptop,East,3,868.68,2606.04,April,Sunday
2023-06-07,Keyboard,South,4,1020.25,4081.0,June,Wednesday
2023-05-27,Phone,West,6,125.4,752.4000000000001,May,Saturday
2023-05-25,Laptop,Online,5,878.5,4392.5,May,Thursday
2023-04-30,Keyboard,North,2,1330.77,2661.54,April,Sunday
2023-11-15,Phone,West,6,129.47,776.8199999999999,November,Wednesday
2023-10-02,Monitor,East,3,633.68,1901.04,October,Monday
2023-04-02,Phone,South,8,495.12,3960.96,April,Sunday
2023-02-27,Tablet,West,2,179.77,359.54,February,Monday
2023-12-12,Phone,North,1,1010.59,1010.59,December,Tuesday
2023-08-17,Phone,East,9,445.27,4007.43,August,Thursday
2023-04-27,Tablet,South,3,1511.85,4535.549999999999,April,Thursday
2023-11-14,Keyboard,South,1,1711.06,1711.06,November,Tuesday
2023-10-06,Keyboard,West,7,1136.61,7956.2699999999995,October,Friday
2023-05-07,Phone,East,5,1965.24,9826.2,May,Sunday
2023-05-09,Tablet,East,5,955.91,4779.55,May,Tuesday
2023-02-27,Tablet,East,1,1075.4,1075.4,February,Monday
2023-05-02,Monitor,East,9,1979.51,17815.59,May,Tuesday
2023-01-01,Keyboard,North,7,539.94,3779.5800000000004,January,Sunday
2023-08-27,Laptop,East,8,1890.84,15126.72,August,Sunday
2023-10-17,Keyboard,South,9,181.39,1632.5099999999998,October,Tuesday
2023-04-06,Keyboard,South,6,948.14,5688.84,April,Thursday
2023-05-06,Monitor,North,5,233.01,1165.05,May,Saturday
2023-04-28,Laptop,South,6,1485.55,8913.3,April,Friday
2023-02-17,Monitor,South,2,1255.98,2511.96,February,Friday
2023-03-30,Laptop,East,4,1442.61,5770.44,March,Thursday
2023-08-25,Phone,South,3,811.51,2434.5299999999997,August,Friday
2023-09-29,Laptop,North,7,802.02,5614.139999999999,September,Friday
2023-07-08,Monitor,East,9,186.11,1674.9900000000002,July,Saturday
2023-07-11,Keyboard,West,5,764.9,3824.5,July,Tuesday
2023-03-10,Laptop,East,6,1865.65,11193.900000000001,March,Friday
2023-10-05,Laptop,North,2,820.53,1641.06,October,Thursday
2023-12-15,Tablet,East,3,1679.6,5038.799999999999,December,Friday
2023-09-04,Keyboard,East,3,1700.42,5101.26,September,Monday
2023-03-17,Phone,North,9,809.16,7282.44,March,Friday
2023-06-03,Monitor,East,7,1300.78,9105.46,June,Saturday
2023-05-24,Phone,North,8,281.21,2249.68,May,Wednesday
2023-03-27,Keyboard,North,9,296.99,2672.91,March,Monday
2023-07-04,Laptop,West,6,192.45,1154.6999999999998,July,Tuesday
2023-10-12,Laptop,South,4,1203.93,4815.72,October,Thursday
2023-08-08,Keyboard,South,1,909.53,909.53,August,Tuesday
2023-03-10,Laptop,East,8,1141.26,9130.08,March,Friday
2023-02-16,Laptop,East,7,1090.04,7630.28,February,Thursday
2023-04-04,Laptop,West,2,765.39,1530.78,April,Tuesday
2023-08-26,Monitor,West,8,1387.2,11097.6,August,Saturday
2023-07-23,Monitor,West,5,1541.15,7705.75,July,Sunday
2023-08-06,Tablet,North,7,127.79,894.5300000000001,August,Sunday
2023-12-07,Phone,West,4,493.76,1975.04,December,Thursday
2023-02-08,Keyboard,West,5,1455.15,7275.75,February,Wednesday
2023-04-10,Keyboard,East,8,834.58,6676.64,April,Monday
2023-10-16,Keyboard,West,1,1358.72,1358.72,October,Monday
2023-09-11,Tablet,North,1,759.23,759.23,September,Monday
2023-08-10,Monitor,North,4,842.43,3369.72,August,Thursday
2023-12-23,Tablet,East,3,401.49,1204.47,December,Saturday
2023-01-23,Keyboard,West,2,590.64,1181.28,January,Monday
2023-09-07,Phone,West,3,1250.28,3750.84,September,Thursday
2023-01-10,Laptop,North,1,923.01,923.01,January,Tuesday
2023-09-03,Monitor,West,1,1571.18,1571.18,September,Sunday
2023-11-21,Monitor,West,6,1719.91,10319.460000000001,November,Tuesday
2023-04-10,Tablet,West,5,1129.13,5645.650000000001,April,Monday
2023-10-17,Monitor,South,8,1540.71,12325.68,October,Tuesday
2023-06-29,Keyboard,East,2,683.12,1366.24,June,Thursday
2023-08-11,Keyboard,South,4,888.45,3553.8,August,Friday
2023-09-07,Tablet,East,8,1454.28,11634.24,September,Thursday
2023-05-27,Keyboard,North,6,833.8,5002.799999999999,May,Saturday
2023-04-06,Phone,West,1,1218.16,1218.16,April,Thursday
2023-09-14,Tablet,East,4,452.21,1808.84,September,Thursday
2023-11-21,Phone,South,1,1239.57,1239.57,November,Tuesday
2023-01-04,Laptop,West,2,1736.88,3473.76,January,Wednesday
2023-01-16,Phone,North,5,1750.42,8752.1,January,Monday
2023-10-07,Laptop,East,8,1476.25,11810.0,October,Saturday
2023-12-02,Laptop,East,8,1516.93,12135.44,December,Saturday
2023-09-04,Phone,East,3,1160.06,3480.18,September,Monday
2023-09-15,Tablet,West,4,1210.87,4843.48,September,Friday
2023-06-09,Keyboard,South,6,353.94,2123.64,June,Friday
2023-12-06,Keyboard,South,3,943.33,2829.9900000000002,December,Wednesday
2023-06-01,Laptop,East,2,956.47,1912.94,June,Thursday
2023-06-27,Laptop,North,6,1921.15,11526.900000000001,June,Tuesday
2023-06-12,Tablet,North,5,919.07,4595.35,June,Monday
2023-02-02,Monitor,South,5,1143.75,5718.75,February,Thursday
2023-06-28,Phone,North,5,1113.18,5565.900000000001,June,Wednesday
2023-04-11,Laptop,South,5,1309.85,6549.25,April,Tuesday
2023-09-25,Keyboard,East,3,1521.64,4564.92,September,Monday
2023-11-19,Tablet,South,7,527.58,3693.0600000000004,November,Sunday
2023-03-06,Phone,South,6,1104.58,6627.48,March,Monday
2023-06-17,Tablet,East,4,1669.24,6676.96,June,Saturday
2023-11-26,Phone,North,2,979.92,1959.84,November,Sunday
2023-02-12,Phone,South,9,629.07,5661.63,February,Sunday
2023-02-13,Laptop,South,1,1343.95,1343.95,February,Monday
2023-10-12,Tablet,East,4,1665.16,6660.64,October,Thursday
2023-01-12,Tablet,North,1,219.97,219.97,January,Thursday
2023-04-05,Keyboard,South,6,1575.9,9455.400000000001,April,Wednesday
2023-10-29,Keyboard,East,4,1661.13,6644.52,October,Sunday
2023-09-10,Laptop,South,5,976.89,4884.45,September,Sunday
2023-08-30,Laptop,West,5,1968.28,9841.4,August,Wednesday
2023-02-04,Monitor,East,9,1594.75,14352.75,February,Saturday
2023-08-03,Keyboard,North,1,1569.96,1569.96,August,Thursday
2023-12-03,Phone,North,2,1520.89,3041.78,December,Sunday
2023-03-31,Tablet,North,6,386.16,2316.96,March,Friday
2023-09-21,Laptop,North,5,512.74,2563.7,September,Thursday
2023-04-03,Tablet,South,7,981.58,6871.06,April,Monday
2023-03-31,Tablet,South,3,601.61,1804.83,March,Friday
2023-04-25,Monitor,North,3,888.96,2666.88,April,Tuesday
2023-04-15,Keyboard,North,2,1788.08,3576.16,April,Saturday
2023-07-15,Laptop,North,3,1666.22,4998.66,July,Saturday
2023-11-10,Tablet,South,1,1297.08,1297.08,November,Friday
2023-04-24,Laptop,North,5,1730.43,8652.15,April,Monday
2023-03-16,Phone,North,5,1589.17,7945.85,March,Thursday
2023-08-05,Monitor,West,7,915.07,6405.490000000001,August,Saturday
2023-10-04,Phone,West,4,482.02,1928.08,October,Wednesday
2023-09-06,Laptop,North,3,1076.98,3230.94,September,Wednesday
2023-06-13,Laptop,East,1,1498.83,1498.83,June,Tuesday
2023-12-23,Keyboard,North,8,929.2,7433.6,December,Saturday
2023-07-11,Tablet,West,3,1366.87,4100.61,July,Tuesday
2023-08-15,Tablet,East,2,279.22,558.44,August,Tuesday
2023-06-26,Phone,East,4,1521.21,6084.84,June,Monday
2023-04-09,Monitor,North,3,1644.16,4932.4800000000005,April,Sunday
2023-02-05,Tablet,West,1,1442.99,1442.99,February,Sunday
2023-04-06,Keyboard,West,3,1937.8,5813.4,April,Thursday
2023-06-01,Phone,East,2,1670.64,3341.28,June,Thursday
2023-05-31,Phone,North,8,1815.88,14527.04,May,Wednesday
2023-07-09,Keyboard,South,6,1873.79,11242.74,July,Sunday
2023-08-12,Monitor,South,9,1622.56,14603.039999999999,August,Saturday
2023-02-06,Keyboard,West,8,1381.09,11048.72,February,Monday
2023-09-25,Monitor,South,3,110.87,332.61,September,Monday
2023-07-02,Keyboard,West,5,985.07,4925.35,July,Sunday
2023-01-13,Keyboard,West,7,1185.21,8296.470000000001,January,Friday
2023-10-06,Laptop,West,5,677.66,3388.2999999999997,October,Friday
2023-08-05,Phone,South,8,704.4,5635.2,August,Saturday
2023-12-21,Keyboard,West,5,1926.2,9631.0,December,Thursday
2023-12-27,Keyboard,East,1,1794.25,1794.25,December,Wednesday
2023-10-13,Tablet,North,5,1713.44,8567.2,October,Friday
2023-09-30,Phone,North,4,871.42,3485.68,September,Saturday
2023-03-03,Tablet,West,6,126.03,756.1800000000001,March,Friday
2023-03-25,Phone,North,3,252.42,757.26,March,Saturday
2023-08-05,Tablet,South,5,693.17,3465.85,August,Saturday
2023-12-08,Keyboard,South,2,129.91,259.82,December,Friday
2023-07-06,Keyboard,North,6,132.58,795.48,July,Thursday
2023-01-19,Laptop,South,6,1841.55,11049.3,January,Thursday
2023-06-26,Tablet,North,5,1441.7,7208.5,June,Monday
2023-04-10,Monitor,North,6,687.02,4122.12,April,Monday
2023-08-21,Laptop,North,7,352.02,2464.14,August,Monday
2023-03-17,Tablet,West,5,1072.11,5360.549999999999,March,Friday
2023-09-22,Tablet,North,1,110.16,110.16,September,Friday
2023-10-11,Laptop,West,8,1882.99,15063.92,October,Wednesday
2023-07-25,Keyboard,North,4,888.15,3552.6,July,Tuesday
2023-08-11,Tablet,North,9,864.44,7779.960000000001,August,Friday
2023-02-21,Keyboard,North,6,842.13,5052.78,February,Tuesday
2023-12-05,Laptop,South,1,231.72,231.72,December,Tuesday
2023-05-24,Keyboard,West,3,1312.81,3938.43,May,Wednesday
2023-03-10,Phone,West,3,1492.71,4478.13,March,Friday
2023-04-09,Monitor,North,4,1384.64,5538.56,April,Sunday
2023-01-25,Tablet,North,6,363.03,2178.18,January,Wednesday
2023-02-22,Monitor,South,7,1199.8,8398.6,February,Wednesday
2023-05-31,Keyboard,South,4,1182.02,4728.08,May,Wednesday
2023-05-24,Tablet,South,6,1749.98,10499.880000000001,May,Wednesday
2023-02-26,Keyboard,West,1,820.34,820.34,February,Sunday
2023-02-08,Phone,West,8,805.82,6446.56,February,Wednesday
2023-04-19,Laptop,West,7,1275.2,8926.4,April,Wednesday
2023-06-30,Tablet,North,9,1302.84,11725.56,June,Friday
2023-02-11,Phone,West,3,991.64,2974.92,February,Saturday
2023-07-05,Phone,East,2,941.81,1883.62,July,Wednesday
2023-08-11,Tablet,East,1,1038.88,1038.88,August,Friday
2023-05-02,Keyboard,South,3,1735.99,5207.97,May,Tuesday
2023-05-13,Phone,West,5,976.22,4881.1,May,Saturday
2023-06-12,Monitor,East,2,1885.87,3771.74,June,Monday
2023-08-03,Phone,South,3,1057.61,3172.83,August,Thursday
2023-08-09,Keyboard,West,4,1903.48,7613.92,August,Wednesday
2023-08-23,Keyboard,North,7,1682.38,11776.66,August,Wednesday
2023-11-27,Monitor,East,3,788.62,2365.86,November,Monday
2023-05-26,Phone,North,9,1740.92,15668.28,May,Friday
2023-08-27,Keyboard,West,8,309.12,2472.96,August,Sunday
2023-03-17,Tablet,East,4,1857.59,7430.36,March,Friday
2023-01-09,Laptop,West,1,1300.12,1300.12,January,Monday
2023-03-15,Laptop,North,1,203.34,203.34,March,Wednesday
2023-09-10,Laptop,East,1,1324.09,1324.09,September,Sunday
2023-08-18,Phone,North,1,1951.07,1951.07,August,Friday
2023-01-07,Monitor,West,8,232.62,1860.96,January,Saturday
2023-06-23,Keyboard,West,3,1153.91,3461.7300000000005,June,Friday
2023-05-21,Tablet,North,6,1520.81,9124.86,May,Sunday
2023-06-17,Tablet,East,3,1639.49,4918.47,June,Saturday
2023-06-19,Phone,North,5,886.27,4431.35,June,Monday
2023-10-10,Laptop,West,7,487.92,3415.44,October,Tuesday
2023-05-02,Phone,Online,2,180.45,360.9,May,Tuesday
2023-07-13,Monitor,West,6,1201.48,7208.88,July,Thursday
2023-01-05,Monitor,North,6,960.53,5763.18,January,Thursday
2023-01-29,Keyboard,East,3,1902.61,5707.83,January,Sunday
2023-06-14,Keyboard,East,6,215.15,1290.9,June,Wednesday
2023-12-05,Monitor,North,5,1402.25,7011.25,December,Tuesday
2023-05-16,Monitor,North,2,147.44,294.88,May,Tuesday
2023-12-31,Monitor,East,9,425.72,3831.4800000000005,December,Sunday
2023-11-17,Phone,West,8,961.8,7694.4,November,Friday
2023-12-08,Monitor,East,3,964.26,2892.7799999999997,December,Friday
2023-05-25,Tablet,West,8,1402.83,11222.64,May,Thursday
2023-11-23,Laptop,North,9,1829.4,16464.600000000002,November,Thursday
2023-08-05,Monitor,North,3,1314.16,3942.4800000000005,August,Saturday
2023-10-28,Laptop,West,3,1911.72,5735.16,October,Saturday
2023-05-12,Phone,North,2,1775.07,3550.14,May,Friday
2023-10-19,Laptop,West,8,1210.55,9684.4,October,Thursday
2023-03-11,Phone,South,1,1684.2,1684.2,March,Saturday
2023-09-09,Tablet,East,8,1320.9,10567.2,September,Saturday
2023-10-02,Phone,South,7,249.26,1744.82,October,Monday
2023-12-30,Phone,West,7,1507.07,10549.49,December,Saturday
2023-07-01,Keyboard,East,3,280.33,840.99,July,Saturday
2023-06-16,Monitor,West,1,1228.76,1228.76,June,Friday
2023-04-01,Monitor,East,4,1435.02,5740.08,April,Saturday
2023-07-21,Tablet,East,9,226.4,2037.6000000000001,July,Friday
2023-12-12,Tablet,East,5,538.51,2692.55,December,Tuesday
2023-01-19,Monitor,East,1,1839.78,1839.78,January,Thursday
2023-02-08,Keyboard,West,5,1271.0,6355.0,February,Wednesday
2023-05-06,Monitor,East,8,567.94,4543.52,May,Saturday
2023-06-22,Keyboard,East,8,1412.29,11298.32,June,Thursday
2023-05-21,Tablet,South,5,1233.88,6169.400000000001,May,Sunday
2023-08-30,Laptop,North,9,1052.99,9476.91,August,Wednesday
2023-08-08,Tablet,North,1,1954.76,1954.76,August,Tuesday
2023-05-06,Tablet,South,4,1398.56,5594.24,May,Saturday
2023-02-27,Phone,South,3,813.34,2440.02,February,Monday
2023-05-28,Phone,West,2,1620.14,3240.28,May,Sunday
2023-11-13,Phone,West,8,1780.71,14245.68,November,Monday
2023-12-27,Phone,West,7,337.92,2365.44,December,Wednesday
2023-01-01,Keyboard,South,9,481.05,4329.45,January,Sunday
2023-12-14,Monitor,South,2,510.83,1021.66,December,Thursday
2023-07-09,Laptop,East,4,1413.3,5653.2,July,Sunday
2023-07-10,Tablet,West,6,1245.78,7474.68,July,Monday
2023-11-08,Keyboard,West,3,1276.08,3828.24,November,Wednesday
2023-04-27,Laptop,West,8,1887.47,15099.76,April,Thursday
2023-05-14,Keyboard,North,3,1574.23,4722.6900000000005,May,Sunday
2023-02-27,Keyboard,East,2,343.08,686.16,February,Monday
2023-02-13,Tablet,West,3,760.26,2280.7799999999997,February,Monday
2023-06-22,Monitor,West,6,927.25,5563.5,June,Thursday
2023-06-09,Phone,West,2,852.33,1704.66,June,Friday
2023-06-22,Monitor,North,8,1371.69,10973.52,June,Thursday
2023-11-13,Tablet,North,1,1794.6,1794.6,November,Monday
2023-10-30,Tablet,South,7,681.5,4770.5,October,Monday
2023-05-29,Tablet,East,2,1148.57,2297.14,May,Monday
2023-03-21,Laptop,South,6,1599.88,9599.28,March,Tuesday
2023-08-01,Monitor,East,2,890.81,1781.62,August,Tuesday
2023-07-22,Monitor,North,2,419.42,838.84,July,Saturday
2023-09-09,Keyboard,West,8,1002.41,8019.28,September,Saturday
2023-08-17,Keyboard,South,2,204.92,409.84,August,Thursday
2023-06-13,Keyboard,West,7,1890.53,13233.71,June,Tuesday
2023-08-15,Tablet,South,3,242.16,726.48,August,Tuesday
2023-05-27,Monitor,North,8,933.07,7464.56,May,Saturday
2023-01-20,Tablet,North,7,1106.77,7747.389999999999,January,Friday
2023-02-16,Laptop,North,8,1972.08,15776.64,February,Thursday
2023-08-21,Keyboard,South,7,415.44,2908.08,August,Monday
2023-11-01,Tablet,Online,6,317.42,1904.52,November,Wednesday
2023-01-14,Tablet,South,7,116.54,815.7800000000001,January,Saturday
2023-05-23,Laptop,East,5,395.59,1977.9499999999998,May,Tuesday
2023-01-01,Phone,South,7,493.82,3456.74,January,Sunday
2023-02-23,Monitor,South,1,1298.1,1298.1,February,Thursday
2023-09-16,Phone,North,1,517.44,517.44,September,Saturday
2023-05-24,Keyboard,West,9,138.99,1250.91,May,Wednesday
2023-01-12,Tablet,West,5,1670.57,8352.85,January,Thursday
2023-11-26,Laptop,East,5,794.63,3973.15,November,Sunday
2023-08-12,Laptop,West,3,772.02,2316.06,August,Saturday
2023-09-29,Monitor,South,5,674.71,3373.55,September,Friday
2023-12-24,Phone,South,3,1953.21,5859.63,December,Sunday
2023-06-05,Monitor,North,9,423.22,3808.9800000000005,June,Monday
2023-01-08,Tablet,North,9,1806.65,16259.85,January,Sunday
2023-05-02,Monitor,West,6,1575.93,9455.58,May,Tuesday
2023-12-14,Laptop,East,1,245.31,245.31,December,Thursday
2023-06-13,Laptop,West,7,1974.79,13823.529999999999,June,Tuesday
2023-03-31,Keyboard,West,7,615.6,4309.2,March,Friday
2023-05-16,Keyboard,West,4,287.31,1149.24,May,Tuesday
2023-07-05,Tablet,West,8,1675.7,13405.6,July,Wednesday
2023-11-12,Phone,South,6,1442.68,8656.08,November,Sunday
2023-06-27,Monitor,East,4,1272.72,5090.88,June,Tuesday
2023-01-28,Tablet,South,4,396.36,1585.44,January,Saturday
2023-08-08,Keyboard,East,2,1009.14,2018.28,August,Tuesday
2023-12-23,Monitor,North,2,1583.06,3166.12,December,Saturday
2023-02-10,Keyboard,West,4,676.89,2707.56,February,Friday
2023-08-16,Monitor,South,5,692.21,3461.05,August,Wednesday
2023-07-11,Phone,East,8,105.97,847.76,July,Tuesday
2023-05-25,Tablet,North,6,431.06,2586.36,May,Thursday
2023-07-20,Monitor,North,4,1763.27,7053.08,July,Thursday
2023-07-31,Laptop,West,7,939.32,6575.240000000001,July,Monday
2023-08-08,Laptop,East,8,1970.05,15760.4,August,Tuesday
2023-08-28,Monitor,South,2,851.85,1703.7,August,Monday
2023-02-15,Monitor,West,7,1458.85,10211.949999999999,February,Wednesday
2023-02-04,Monitor,South,2,635.65,1271.3,February,Saturday
2023-09-10,Laptop,North,2,791.24,1582.48,September,Sunday
2023-03-23,Laptop,South,8,462.38,3699.04,March,Thursday
2023-09-13,Monitor,South,2,759.42,1518.84,September,Wednesday
2023-07-16,Keyboard,West,9,1139.75,10257.75,July,Sunday
2023-10-30,Keyboard,South,1,1984.37,1984.37,October,Monday
2023-01-10,Phone,West,9,1361.98,12257.82,January,Tuesday
2023-11-08,Tablet,North,1,478.57,478.57,November,Wednesday
2023-10-13,Keyboard,West,2,185.43,370.86,October,Friday
2023-08-30,Laptop,West,6,340.08,2040.48,August,Wednesday
2023-09-08,Keyboard,East,6,1168.85,7013.099999999999,September,Friday
2023-12-31,Phone,South,1,1553.8,1553.8,December,Sunday
2023-01-05,Phone,North,7,1886.8,13207.6,January,Thursday
2023-04-29,Tablet,West,8,130.06,1040.48,April,Saturday
2023-10-16,Keyboard,North,2,1093.24,2186.48,October,Monday
2023-03-06,Laptop,East,8,994.65,7957.2,March,Monday
2023-05-26,Laptop,South,9,1346.5,12118.5,May,Friday
2023-08-12,Monitor,West,6,1163.2,6979.200000000001,August,Saturday
2023-08-27,Laptop,South,5,1405.37,7026.849999999999,August,Sunday
2023-06-26,Tablet,East,9,1350.36,12153.24,June,Monday
2023-09-24,Tablet,East,9,322.32,2900.88,September,Sunday
2023-12-07,Laptop,North,1,1619.46,1619.46,December,Thursday
2023-10-09,Laptop,West,3,334.14,1002.42,October,Monday
2023-03-04,Monitor,North,9,1427.21,12844.89,March,Saturday
2023-08-05,Laptop,East,2,890.68,1781.36,August,Saturday
2023-12-08,Monitor,South,4,1076.32,4305.28,December,Friday
2023-11-11,Monitor,North,4,1816.27,7265.08,November,Saturday
2023-10-10,Laptop,North,2,1790.78,3581.56,October,Tuesday
2023-06-26,Phone,South,3,1653.93,4961.79,June,Monday
2023-04-08,Phone,North,3,1069.28,3207.84,April,Saturday
2023-04-15,Monitor,South,1,1498.86,1498.86,April,Saturday
2023-04-09,Laptop,West,6,1074.5,6447.0,April,Sunday
2023-11-07,Phone,South,8,1752.25,14018.0,November,Tuesday
2023-01-06,Laptop,West,3,865.27,2595.81,January,Friday
2023-07-16,Laptop,South,5,1943.45,9717.25,July,Sunday
2023-12-17,Laptop,East,1,1871.41,1871.41,December,Sunday
2023-05-13,Keyboard,East,7,1509.04,10563.279999999999,May,Saturday
2023-12-24,Laptop,West,1,630.89,630.89,December,Sunday
2023-09-16,Keyboard,West,9,350.14,3151.2599999999998,September,Saturday
2023-01-23,Monitor,East,8,1723.94,13791.52,January,Monday
2023-02-22,Phone,West,7,414.07,2898.49,February,Wednesday
2023-06-14,Phone,South,7,1723.1,12061.699999999999,June,Wednesday
2023-07-21,Phone,South,5,1032.45,5162.25,July,Friday
2023-03-24,Phone,East,5,872.46,4362.3,March,Friday
2023-05-25,Phone,North,5,1816.06,9080.3,May,Thursday
2023-03-26,Phone,South,1,1247.32,1247.32,March,Sunday
2023-03-19,Phone,West,8,1195.57,9564.56,March,Sunday
2023-01-01,Monitor,North,1,1161.66,1161.66,January,Sunday
2023-02-20,Laptop,North,4,805.22,3220.88,February,Monday
2023-06-22,Tablet,South,9,1592.72,14334.48,June,Thursday
2023-07-24,Keyboard,South,9,580.32,5222.88,July,Monday
2023-09-17,Tablet,North,5,1883.9,9419.5,September,Sunday
2023-10-15,Tablet,North,4,1798.57,7194.28,October,Sunday
2023-02-03,Laptop,East,3,741.21,2223.63,February,Friday
2023-12-14,Laptop,West,3,1485.98,4457.9400000000005,December,Thursday
2023-04-05,Laptop,East,5,1189.12,5945.599999999999,April,Wednesday
2023-03-13,Phone,South,1,741.53,741.53,March,Monday
2023-02-08,Monitor,East,5,1978.19,9890.95,February,Wednesday
2023-06-03,Phone,East,6,147.95,887.6999999999999,June,Saturday
2023-09-07,Monitor,East,7,580.03,4060.21,September,Thursday
2023-06-11,Monitor,East,9,1088.14,9793.26,June,Sunday
2023-04-28,Tablet,West,3,1091.71,3275.13,April,Friday
2023-09-16,Tablet,West,2,1218.97,2437.94,September,Saturday
2023-11-02,Monitor,North,3,1528.18,4584.54,November,Thursday
2023-09-25,Monitor,South,9,1284.61,11561.49,September,Monday
2023-02-23,Phone,East,7,1240.53,8683.71,February,Thursday
2023-08-24,Phone,North,9,201.68,1815.1200000000001,August,Thursday
2023-08-10,Tablet,North,2,815.41,1630.82,August,Thursday
2023-09-08,Laptop,North,5,540.91,2704.5499999999997,September,Friday
2023-11-09,Monitor,West,4,604.2,2416.8,November,Thursday
2023-04-22,Phone,East,2,1153.24,2306.48,April,Saturday
2023-09-12,Tablet,East,9,479.06,4311.54,September,Tuesday
2023-10-30,Phone,South,9,658.5,5926.5,October,Monday
2023-07-26,Monitor,East,6,550.46,3302.76,July,Wednesday
2023-08-17,Monitor,East,6,1902.16,11412.960000000001,August,Thursday
2023-12-07,Keyboard,North,8,1894.86,15158.88,December,Thursday
2023-03-07,Laptop,South,6,1258.89,7553.34,March,Tuesday
2023-03-16,Keyboard,East,1,1856.59,1856.59,March,Thursday
2023-04-13,Tablet,West,4,1593.04,6372.16,April,Thursday
2023-07-11,Phone,East,7,1220.9,8546.300000000001,July,Tuesday
2023-09-09,Tablet,North,2,112.23,224.46,September,Saturday
2023-08-14,Monitor,West,9,1567.78,14110.02,August,Monday
2023-10-21,Keyboard,North,8,1434.73,11477.84,October,Saturday
2023-11-02,Keyboard,East,8,1268.98,10151.84,November,Thursday
2023-04-08,Keyboard,West,7,1544.81,10813.67,April,Saturday
2023-12-04,Tablet,South,4,1074.55,4298.2,December,Monday
2023-10-13,Monitor,South,2,1437.76,2875.52,October,Friday
2023-12-01,Phone,West,3,1876.83,5630.49,December,Friday
2023-12-13,Phone,West,6,814.03,4884.18,December,Wednesday
2023-11-04,Tablet,North,5,1445.43,7227.150000000001,November,Saturday
2023-09-06,Keyboard,West,8,1003.81,8030.48,September,Wednesday
2023-06-15,Laptop,North,6,1381.36,8288.16,June,Thursday
2023-12-01,Tablet,East,6,1549.5,9297.0,December,Friday
2023-01-30,Tablet,North,1,186.36,186.36,January,Monday
2023-09-04,Monitor,West,4,1328.54,5314.16,September,Monday
2023-04-16,Phone,West,5,530.81,2654.0499999999997,April,Sunday
2023-02-20,Tablet,East,3,1373.06,4119.18,February,Monday
2023-03-22,Tablet,West,9,989.83,8908.470000000001,March,Wednesday
2023-05-13,Keyboard,West,1,1569.75,1569.75,May,Saturday
2023-10-12,Keyboard,South,6,334.46,2006.7599999999998,October,Thursday
2023-05-18,Laptop,South,6,1290.01,7740.0599999999995,May,Thursday
2023-07-03,Monitor,East,5,629.09,3145.4500000000003,July,Monday
2023-11-26,Laptop,North,5,1720.67,8603.35,November,Sunday
2023-09-30,Keyboard,South,5,1863.93,9319.65,September,Saturday
2023-12-06,Phone,North,6,1993.16,11958.960000000001,December,Wednesday
2023-03-10,Keyboard,West,8,1612.41,12899.28,March,Friday
2023-02-03,Monitor,South,2,1532.09,3064.18,February,Friday
2023-09-19,Keyboard,East,6,509.45,3056.7,September,Tuesday
2023-02-22,Monitor,East,1,738.41,738.41,February,Wednesday
2023-07-24,Monitor,East,4,984.8,3939.2,July,Monday
2023-05-06,Monitor,South,3,1569.42,4708.26,May,Saturday
2023-08-23,Monitor,North,9,1838.44,16545.96,August,Wednesday
2023-02-12,Monitor,West,3,459.36,1378.08,February,Sunday
2023-08-28,Phone,North,6,1852.5,11115.0,August,Monday
2023-04-21,Laptop,North,1,1421.69,1421.69,April,Friday
2023-09-06,Tablet,West,6,1260.46,7562.76,September,Wednesday
2023-05-31,Laptop,West,4,479.7,1918.8,May,Wednesday
2023-07-02,Monitor,South,8,205.5,1644.0,July,Sunday
2023-12-02,Phone,South,9,1180.08,10620.72,December,Saturday
2023-04-05,Keyboard,South,4,1337.88,5351.52,April,Wednesday
2023-01-08,Phone,South,6,500.48,3002.88,January,Sunday
2023-12-26,Monitor,South,1,1157.27,1157.27,December,Tuesday
2023-07-03,Phone,West,4,1727.34,6909.36,July,Monday
2023-10-08,Phone,North,7,1686.63,11806.41,October,Sunday
2023-07-14,Monitor,South,1,1861.97,1861.97,July,Friday
2023-12-18,Phone,South,8,795.18,6361.44,December,Monday
2023-07-14,Tablet,North,6,704.29,4225.74,July,Friday
2023-06-04,Tablet,South,5,1523.91,7619.55,June,Sunday
2023-04-03,Phone,North,9,919.11,8271.99,April,Monday
2023-06-09,Keyboard,North,2,266.34,532.68,June,Friday
2023-03-02,Monitor,West,5,637.32,3186.6000000000004,March,Thursday
2023-05-02,Tablet,East,6,895.31,5371.86,May,Tuesday
2023-02-20,Keyboard,West,7,655.78,4590.46,February,Monday
2023-10-04,Phone,East,5,731.19,3655.9500000000003,October,Wednesday
2023-01-05,Keyboard,East,9,658.17,5923.53,January,Thursday
2023-04-02,Laptop,East,1,178.85,178.85,April,Sunday
2023-06-19,Tablet,South,7,1310.48,9173.36,June,Monday
